id,start,end,measurable,room,subject,home
316439,2021-02-23 11:51:33.102+00,2021-02-23 11:51:33.102+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316444,2021-02-23 14:43:43.981+00,2021-02-23 14:43:43.981+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316447,2021-02-23 21:44:13.405+00,2021-02-23 21:44:13.405+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316450,2021-02-23 21:47:08.211+00,2021-02-23 21:47:08.211+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316453,2021-02-24 11:28:21.709+00,2021-02-24 11:28:21.709+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316457,2021-02-24 14:49:33.759+00,2021-02-24 14:49:33.759+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316459,2021-02-24 15:55:21.776+00,2021-02-24 15:55:21.776+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316462,2021-02-24 16:03:03.973+00,2021-02-24 16:03:03.973+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316465,2021-02-24 16:39:37.171+00,2021-02-24 16:39:37.171+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316469,2021-02-24 21:41:43.03+00,2021-02-24 21:41:43.03+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316472,2021-02-24 21:45:00.453+00,2021-02-24 21:45:00.453+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316476,2021-02-25 14:32:34.457+00,2021-02-25 14:32:34.457+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316478,2021-02-26 16:00:20.161+00,2021-02-26 16:00:20.161+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316481,2021-02-27 22:22:28.005+00,2021-02-27 22:22:28.005+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316486,2021-02-27 22:48:51.103+00,2021-02-27 22:48:51.103+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316488,2021-02-28 16:44:36.642+00,2021-02-28 16:44:36.642+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316491,2021-02-28 16:54:38.381+00,2021-02-28 16:54:38.381+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316494,2021-02-28 16:56:52.319+00,2021-02-28 16:56:52.319+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316497,2021-02-28 21:54:34.965+00,2021-02-28 21:54:34.965+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316499,2021-03-01 12:34:53.226+00,2021-03-01 12:34:53.226+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316503,2021-03-01 21:53:42.689+00,2021-03-01 21:53:42.689+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316506,2021-03-02 16:42:31.933+00,2021-03-02 16:42:31.933+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316508,2021-03-02 16:45:05.279+00,2021-03-02 16:45:05.279+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316511,2021-03-03 11:29:42.154+00,2021-03-03 11:29:42.154+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316514,2021-03-03 16:56:09.338+00,2021-03-03 16:56:09.338+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316518,2021-03-03 22:22:33.767+00,2021-03-03 22:22:33.767+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316521,2021-03-04 20:27:58.338+00,2021-03-04 20:27:58.338+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316524,2021-03-04 22:06:04.694+00,2021-03-04 22:06:04.694+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316527,2021-03-05 13:43:46.406+00,2021-03-05 13:43:46.406+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316531,2021-03-05 14:51:06.485+00,2021-03-05 14:51:06.485+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316533,2021-03-05 14:55:06.903+00,2021-03-05 14:55:06.903+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316536,2021-03-05 17:16:29.616+00,2021-03-05 17:16:29.616+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316541,2021-03-05 21:57:22.334+00,2021-03-05 21:57:22.334+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316544,2021-03-05 21:57:22.385+00,2021-03-05 21:57:22.385+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316546,2021-03-06 13:29:43.512+00,2021-03-06 13:29:43.512+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316549,2021-03-06 16:50:35.521+00,2021-03-06 16:50:35.521+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316553,2021-03-06 18:49:39.196+00,2021-03-06 18:49:39.196+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316555,2021-03-06 21:53:28+00,2021-03-06 21:53:28+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316558,2021-03-06 21:56:41.504+00,2021-03-06 21:56:41.504+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316563,2021-03-07 15:43:16.154+00,2021-03-07 15:43:16.154+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316566,2021-03-07 16:48:32.8+00,2021-03-07 16:48:32.8+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316569,2021-03-07 16:50:54.896+00,2021-03-07 16:50:54.896+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316572,2021-03-08 11:15:06.714+00,2021-03-08 11:15:06.714+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316575,2021-03-08 15:17:06.427+00,2021-03-08 15:17:06.427+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316577,2021-03-09 17:01:09.667+00,2021-03-09 17:01:09.667+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316581,2021-03-09 17:41:24.525+00,2021-03-09 17:41:24.525+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316584,2021-03-09 21:59:06.02+00,2021-03-09 21:59:06.02+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316587,2021-03-10 12:19:13.341+00,2021-03-10 12:19:13.341+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316590,2021-03-10 16:06:55.639+00,2021-03-10 16:06:55.639+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316593,2021-03-10 17:18:20.039+00,2021-03-10 17:18:20.039+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316596,2021-03-10 20:59:25.302+00,2021-03-10 20:59:25.302+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316598,2021-03-15 14:44:37.321+00,2021-03-15 14:44:37.321+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316601,2021-03-15 14:44:37.321+00,2021-03-15 14:44:37.321+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316605,2021-03-15 15:48:16.72+00,2021-03-15 15:48:16.72+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316608,2021-03-15 15:48:16.72+00,2021-03-15 15:48:16.72+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316612,2021-03-16 16:22:47.668+00,2021-03-16 16:22:47.668+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316615,2021-03-16 16:22:47.668+00,2021-03-16 16:22:47.668+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316618,2021-03-16 18:33:10.167+00,2021-03-16 18:33:10.167+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316621,2021-03-16 18:33:10.167+00,2021-03-16 18:33:10.167+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316624,2021-03-16 21:07:23.613+00,2021-03-16 21:07:23.613+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316627,2021-03-16 21:07:23.613+00,2021-03-16 21:07:23.613+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316630,2021-03-17 10:32:52.011+00,2021-03-17 10:32:52.011+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316632,2021-03-17 10:32:52.011+00,2021-03-17 10:32:52.011+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316635,2021-03-17 15:59:41.349+00,2021-03-17 15:59:41.349+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316639,2021-03-17 15:59:41.349+00,2021-03-17 15:59:41.349+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316646,2021-03-17 20:56:32.209+00,2021-03-17 20:56:32.209+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316649,2021-03-17 20:56:32.209+00,2021-03-17 20:56:32.209+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316650,2021-03-18 10:41:58.302+00,2021-03-18 10:41:58.302+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316653,2021-03-18 10:41:58.302+00,2021-03-18 10:41:58.302+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316654,2021-03-18 11:52:16.633+00,2021-03-18 11:52:16.633+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316657,2021-03-18 11:52:16.633+00,2021-03-18 11:52:16.633+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316658,2021-03-18 21:27:32.575+00,2021-03-18 21:27:32.575+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316660,2021-03-18 21:27:32.575+00,2021-03-18 21:27:32.575+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316662,2021-03-19 17:10:04.832+00,2021-03-19 17:10:04.832+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316664,2021-03-19 17:10:04.832+00,2021-03-19 17:10:04.832+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316668,2021-03-19 17:14:01.872+00,2021-03-19 17:14:01.872+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316671,2021-03-19 17:14:01.872+00,2021-03-19 17:14:01.872+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316673,2021-03-19 17:21:29.517+00,2021-03-19 17:21:29.517+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316675,2021-03-19 17:21:29.517+00,2021-03-19 17:21:29.517+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316678,2021-03-19 21:14:24.106+00,2021-03-19 21:14:24.106+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316681,2021-03-19 21:14:24.106+00,2021-03-19 21:14:24.106+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316683,2021-03-19 21:16:39.078+00,2021-03-19 21:16:39.078+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316687,2021-03-19 21:16:39.078+00,2021-03-19 21:16:39.078+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316689,2021-03-20 12:20:35.773+00,2021-03-20 12:20:35.773+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316692,2021-03-20 12:20:35.773+00,2021-03-20 12:20:35.773+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316695,2021-03-20 19:00:36.591+00,2021-03-20 19:00:36.591+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316698,2021-03-20 19:00:36.591+00,2021-03-20 19:00:36.591+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316702,2021-03-20 21:19:36.15+00,2021-03-20 21:19:36.15+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316704,2021-03-20 21:19:36.15+00,2021-03-20 21:19:36.15+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316709,2021-03-21 13:27:52.858+00,2021-03-21 13:27:52.858+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316711,2021-03-21 13:27:52.858+00,2021-03-21 13:27:52.858+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316714,2021-03-21 19:37:15.963+00,2021-03-21 19:37:15.963+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316717,2021-03-21 19:37:15.963+00,2021-03-21 19:37:15.963+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316720,2021-03-22 19:25:23.502+00,2021-03-22 19:25:23.502+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
316724,2021-03-22 21:10:43.002+00,2021-03-22 21:10:43.002+00,tamper,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616345,2021-02-23 01:02:53.21+00,2021-02-23 01:02:53.21+00,use,bathroom,vanity,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616346,2021-02-23 09:31:01.435+00,2021-02-23 09:31:01.435+00,use,bedroom,clothes2,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616347,2021-02-23 11:35:54.664+00,2021-02-23 11:35:54.664+00,use,bathroom,vanity,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616348,2021-02-23 11:54:07.883+00,2021-02-23 11:54:07.883+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616349,2021-02-23 11:55:04.519+00,2021-02-23 11:55:04.519+00,use,kitchen,plates,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616350,2021-02-23 11:57:37.451+00,2021-02-23 11:57:37.451+00,use,kitchen,food2,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616351,2021-02-23 11:57:42.965+00,2021-02-23 11:57:42.965+00,use,kitchen,food2,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616352,2021-02-23 11:59:31.181+00,2021-02-23 11:59:31.181+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616353,2021-02-23 12:18:36.251+00,2021-02-23 12:18:36.251+00,use,kitchen,plates,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616354,2021-02-23 12:18:42.954+00,2021-02-23 12:18:42.954+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616355,2021-02-23 14:36:19.323+00,2021-02-23 14:36:19.323+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616356,2021-02-23 14:47:42.166+00,2021-02-23 14:47:42.166+00,use,entrance,door,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616357,2021-02-23 14:50:21.287+00,2021-02-23 14:50:21.287+00,use,entrance,door,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616358,2021-02-23 15:28:40.137+00,2021-02-23 15:28:40.137+00,use,entrance,door,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616359,2021-02-23 15:53:46.026+00,2021-02-23 15:53:46.026+00,use,entrance,door,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616360,2021-02-23 16:33:14.293+00,2021-02-23 16:33:14.293+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616361,2021-02-23 16:33:24.278+00,2021-02-23 16:33:24.278+00,use,kitchen,plates,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616362,2021-02-23 16:48:34.339+00,2021-02-23 16:48:34.339+00,use,entrance,door,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616363,2021-02-23 17:14:38.267+00,2021-02-23 17:14:38.267+00,use,kitchen,food2,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616364,2021-02-23 17:19:06.464+00,2021-02-23 17:19:06.464+00,use,living,food,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616365,2021-02-23 17:26:11.934+00,2021-02-23 17:26:11.934+00,use,living,food,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616366,2021-02-23 17:28:07.459+00,2021-02-23 17:28:07.459+00,use,kitchen,food2,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616367,2021-02-23 17:30:16.009+00,2021-02-23 17:30:16.009+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616368,2021-02-23 17:34:06.198+00,2021-02-23 17:34:06.198+00,use,kitchen,food2,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616369,2021-02-23 17:40:43.153+00,2021-02-23 17:40:43.153+00,use,bedroom,clothes2,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616370,2021-02-23 18:39:59.118+00,2021-02-23 18:39:59.118+00,use,bathroom,vanity,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616371,2021-02-23 18:45:02.749+00,2021-02-23 18:45:02.749+00,use,entrance,door,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616372,2021-02-23 18:54:04.283+00,2021-02-23 18:54:04.283+00,use,entrance,door,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616373,2021-02-23 18:55:54.155+00,2021-02-23 18:55:54.155+00,use,living,food,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616374,2021-02-23 19:53:30.734+00,2021-02-23 19:53:30.734+00,use,entrance,door,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616375,2021-02-23 19:57:20.362+00,2021-02-23 19:57:20.362+00,use,entrance,door,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616376,2021-02-23 21:05:16.046+00,2021-02-23 21:05:16.046+00,use,entrance,door,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616377,2021-02-23 21:07:00.046+00,2021-02-23 21:07:00.046+00,use,entrance,door,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616378,2021-02-23 21:07:16.647+00,2021-02-23 21:07:16.647+00,use,entrance,door,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616379,2021-02-23 21:13:27.313+00,2021-02-23 21:13:27.313+00,use,entrance,door,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616380,2021-02-23 21:20:15.984+00,2021-02-23 21:20:15.984+00,use,bedroom,clothes2,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616381,2021-02-23 21:21:53.472+00,2021-02-23 21:21:53.472+00,use,bedroom,clothes2,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616382,2021-02-23 21:32:24.157+00,2021-02-23 21:32:24.157+00,use,entrance,door,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616383,2021-02-23 21:42:44.702+00,2021-02-23 21:42:44.702+00,use,living,food,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616384,2021-02-23 21:44:35.191+00,2021-02-23 21:44:35.191+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616385,2021-02-23 21:47:31.683+00,2021-02-23 21:47:31.683+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616386,2021-02-23 22:09:51.694+00,2021-02-23 22:09:51.694+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616387,2021-02-23 22:10:15.67+00,2021-02-23 22:10:15.67+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616388,2021-02-23 22:12:46.261+00,2021-02-23 22:12:46.261+00,use,living,food,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616389,2021-02-23 22:25:35.676+00,2021-02-23 22:25:35.676+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616390,2021-02-23 22:29:29.729+00,2021-02-23 22:29:29.729+00,use,kitchen,plates,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616391,2021-02-23 22:30:33.78+00,2021-02-23 22:30:33.78+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616392,2021-02-23 22:30:40.024+00,2021-02-23 22:30:40.024+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616393,2021-02-24 01:15:41.358+00,2021-02-24 01:15:41.358+00,use,bathroom,vanity,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616394,2021-02-24 09:20:41.448+00,2021-02-24 09:20:41.448+00,use,bedroom,clothes2,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616395,2021-02-24 11:22:49.897+00,2021-02-24 11:22:49.897+00,use,kitchen,plates,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616396,2021-02-24 11:22:58.14+00,2021-02-24 11:22:58.14+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616397,2021-02-24 11:25:31.26+00,2021-02-24 11:25:31.26+00,use,kitchen,food2,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616398,2021-02-24 11:30:17.226+00,2021-02-24 11:30:17.226+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616399,2021-02-24 11:58:01.179+00,2021-02-24 11:58:01.179+00,use,entrance,door,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616400,2021-02-24 12:00:36.582+00,2021-02-24 12:00:36.582+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616401,2021-02-24 12:00:58.973+00,2021-02-24 12:00:58.973+00,use,kitchen,plates,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616402,2021-02-24 12:01:38.387+00,2021-02-24 12:01:38.387+00,use,kitchen,plates,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616403,2021-02-24 14:13:32.868+00,2021-02-24 14:13:32.868+00,use,entrance,door,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616404,2021-02-24 14:22:26.105+00,2021-02-24 14:22:26.105+00,use,entrance,door,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616405,2021-02-24 14:26:52.26+00,2021-02-24 14:26:52.26+00,use,entrance,door,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616406,2021-02-24 14:34:01.711+00,2021-02-24 14:34:01.711+00,use,kitchen,food2,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616407,2021-02-24 14:45:51.863+00,2021-02-24 14:45:51.863+00,use,kitchen,plates,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616408,2021-02-24 14:46:18.158+00,2021-02-24 14:46:18.158+00,use,kitchen,food2,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616409,2021-02-24 14:46:23.981+00,2021-02-24 14:46:23.981+00,use,kitchen,food2,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616410,2021-02-24 14:46:46.785+00,2021-02-24 14:46:46.785+00,use,living,food,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616411,2021-02-24 14:47:29.441+00,2021-02-24 14:47:29.441+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616412,2021-02-24 14:57:38.549+00,2021-02-24 14:57:38.549+00,use,living,food,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616413,2021-02-24 15:05:57.565+00,2021-02-24 15:05:57.565+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616414,2021-02-24 15:06:18.401+00,2021-02-24 15:06:18.401+00,use,kitchen,plates,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616415,2021-02-24 15:56:49.1+00,2021-02-24 15:56:49.1+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616416,2021-02-24 15:57:05.617+00,2021-02-24 15:57:05.617+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
616417,2021-02-24 16:00:27.554+00,2021-02-24 16:00:27.554+00,use,kitchen,utensil,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
