id,start,end,measurable,room,subject,home
5964318,2021-03-15 16:19:34.695+00,2021-03-15 17:37:13.837+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964321,2021-03-15 17:37:13.837+00,2021-03-15 17:37:22.268+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964325,2021-03-15 17:37:22.268+00,2021-03-15 17:43:43.953+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964329,2021-03-15 17:43:43.953+00,2021-03-15 17:43:49.391+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964332,2021-03-15 17:43:49.391+00,2021-03-15 17:44:22.973+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964337,2021-03-15 17:44:22.973+00,2021-03-15 17:45:20.586+00,presence,living,living,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964341,2021-03-15 17:45:20.586+00,2021-03-15 19:14:45.602+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964346,2021-03-15 19:14:45.602+00,2021-03-15 19:15:31.022+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964351,2021-03-15 19:15:31.022+00,2021-03-15 20:18:01.945+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964354,2021-03-15 20:18:01.945+00,2021-03-15 20:18:34.996+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964360,2021-03-15 20:18:34.996+00,2021-03-15 20:20:12.215+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964364,2021-03-15 20:20:12.215+00,2021-03-15 20:26:04.569+00,presence,bathroom,bathroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964369,2021-03-15 20:26:04.569+00,2021-03-15 20:26:22.532+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964374,2021-03-15 20:26:22.532+00,2021-03-15 20:26:45.554+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964378,2021-03-15 20:26:45.554+00,2021-03-15 20:45:47.811+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964383,2021-03-15 20:45:47.811+00,2021-03-15 20:46:30.792+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964388,2021-03-15 20:46:30.792+00,2021-03-15 20:46:33.056+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964393,2021-03-15 20:46:33.056+00,2021-03-15 20:57:40.412+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964396,2021-03-15 20:57:40.412+00,2021-03-15 20:57:48.175+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964401,2021-03-15 20:57:48.175+00,2021-03-15 21:21:30.268+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964406,2021-03-15 21:21:30.268+00,2021-03-15 21:32:59.534+00,presence,living,living,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964411,2021-03-15 21:32:59.534+00,2021-03-15 22:55:20.66+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964416,2021-03-15 22:55:20.66+00,2021-03-15 23:34:49.271+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964421,2021-03-15 23:34:49.271+00,2021-03-15 23:40:20.902+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964425,2021-03-15 23:40:20.902+00,2021-03-15 23:40:28.373+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964430,2021-03-15 23:40:28.373+00,2021-03-15 23:43:15.937+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964435,2021-03-15 23:43:15.937+00,2021-03-16 00:10:08.324+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964440,2021-03-16 00:10:08.324+00,2021-03-16 00:10:33.006+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964444,2021-03-16 00:10:33.006+00,2021-03-16 00:10:38.157+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964447,2021-03-16 00:10:38.157+00,2021-03-16 00:10:39.321+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964452,2021-03-16 00:10:39.321+00,2021-03-16 00:13:36.194+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964456,2021-03-16 00:13:36.194+00,2021-03-16 00:16:47.144+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964459,2021-03-16 00:16:47.144+00,2021-03-16 00:17:12.959+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964464,2021-03-16 00:17:12.959+00,2021-03-16 11:06:34.05+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964469,2021-03-16 11:06:34.05+00,2021-03-16 11:12:19.061+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964472,2021-03-16 11:12:19.061+00,2021-03-16 12:23:22.763+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964475,2021-03-16 12:23:22.763+00,2021-03-16 12:23:26.57+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964478,2021-03-16 12:23:26.57+00,2021-03-16 12:30:15.536+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964480,2021-03-16 12:30:15.536+00,2021-03-16 14:59:15.605+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964485,2021-03-16 14:59:15.605+00,2021-03-16 14:59:50.356+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964489,2021-03-16 14:59:50.356+00,2021-03-16 15:01:00.809+00,presence,living,living,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964494,2021-03-16 15:01:00.809+00,2021-03-16 15:53:31.201+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964499,2021-03-16 15:53:31.201+00,2021-03-16 15:54:54.991+00,presence,living,living,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964504,2021-03-16 15:54:54.991+00,2021-03-16 16:15:35.033+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964509,2021-03-16 16:15:35.033+00,2021-03-16 16:16:01.132+00,presence,living,living,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964514,2021-03-16 16:16:01.132+00,2021-03-16 16:22:46.108+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964518,2021-03-16 16:22:46.108+00,2021-03-16 16:23:15.838+00,presence,living,living,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964523,2021-03-16 16:23:15.838+00,2021-03-16 16:32:44.235+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964528,2021-03-16 16:32:44.235+00,2021-03-16 18:10:34.406+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964533,2021-03-16 18:10:34.406+00,2021-03-16 18:13:33.078+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964537,2021-03-16 18:13:33.078+00,2021-03-16 18:13:36.474+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964543,2021-03-16 18:13:36.474+00,2021-03-16 18:14:02.82+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964548,2021-03-16 18:14:02.82+00,2021-03-16 18:29:04.579+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964552,2021-03-16 18:29:04.579+00,2021-03-16 20:50:55.141+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964556,2021-03-16 20:50:55.141+00,2021-03-16 20:50:59.969+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964559,2021-03-16 20:50:59.969+00,2021-03-16 21:00:36.581+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964562,2021-03-16 21:00:36.581+00,2021-03-16 21:00:49.511+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964565,2021-03-16 21:00:49.511+00,2021-03-16 21:23:12.164+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964568,2021-03-16 21:23:12.164+00,2021-03-16 21:23:55.861+00,presence,living,living,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964572,2021-03-16 21:23:55.861+00,2021-03-16 21:34:16.447+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964575,2021-03-16 21:34:16.447+00,2021-03-16 21:34:52.609+00,presence,living,living,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964577,2021-03-16 21:34:52.609+00,2021-03-16 23:30:44.075+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964578,2021-03-16 23:30:44.075+00,2021-03-16 23:55:58.67+00,presence,living,living,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964579,2021-03-16 23:55:58.67+00,2021-03-17 00:27:15.641+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964582,2021-03-17 00:27:15.641+00,2021-03-17 09:21:02.749+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964587,2021-03-17 09:21:02.749+00,2021-03-17 09:21:07.152+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964590,2021-03-17 09:21:07.152+00,2021-03-17 09:21:13.19+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964593,2021-03-17 09:21:13.19+00,2021-03-17 09:21:25.7+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964595,2021-03-17 09:21:25.7+00,2021-03-17 09:21:30.054+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964598,2021-03-17 09:21:30.054+00,2021-03-17 09:21:35.025+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964601,2021-03-17 09:21:35.025+00,2021-03-17 10:17:01.026+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964605,2021-03-17 10:17:01.026+00,2021-03-17 10:23:28.075+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964607,2021-03-17 10:23:28.075+00,2021-03-17 12:06:45.865+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964609,2021-03-17 12:06:45.865+00,2021-03-17 12:06:48.873+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964611,2021-03-17 12:06:48.873+00,2021-03-17 12:26:21.032+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964614,2021-03-17 12:26:21.032+00,2021-03-17 12:30:06.542+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964616,2021-03-17 12:30:06.542+00,2021-03-17 12:35:27.243+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964619,2021-03-17 12:35:27.243+00,2021-03-17 12:35:32.606+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964622,2021-03-17 12:35:32.606+00,2021-03-17 12:35:32.982+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964625,2021-03-17 12:35:32.982+00,2021-03-17 12:35:38.365+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964629,2021-03-17 12:35:38.365+00,2021-03-17 13:00:00.775+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964634,2021-03-17 13:00:00.775+00,2021-03-17 13:00:28.096+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964638,2021-03-17 13:00:28.096+00,2021-03-17 13:03:26.809+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964641,2021-03-17 13:03:26.809+00,2021-03-17 13:03:48.475+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964644,2021-03-17 13:03:48.475+00,2021-03-17 13:06:39.673+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964648,2021-03-17 13:06:39.673+00,2021-03-17 13:07:43.555+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964653,2021-03-17 13:07:43.555+00,2021-03-17 13:07:51.98+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964657,2021-03-17 13:07:51.98+00,2021-03-17 13:08:02.807+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964660,2021-03-17 13:08:02.807+00,2021-03-17 13:08:27.453+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964663,2021-03-17 13:08:27.453+00,2021-03-17 13:08:28.377+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964666,2021-03-17 13:08:28.377+00,2021-03-17 13:08:42.772+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964668,2021-03-17 13:08:42.772+00,2021-03-17 13:08:47.571+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964672,2021-03-17 13:08:47.571+00,2021-03-17 13:09:08.337+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964676,2021-03-17 13:09:08.337+00,2021-03-17 13:09:26.188+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964679,2021-03-17 13:09:26.188+00,2021-03-17 13:09:30.848+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964683,2021-03-17 13:09:30.848+00,2021-03-17 13:09:34.414+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964686,2021-03-17 13:09:34.414+00,2021-03-17 13:10:36.32+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964691,2021-03-17 13:10:36.32+00,2021-03-17 13:41:24.121+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964695,2021-03-17 13:41:24.121+00,2021-03-17 13:43:56.257+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964699,2021-03-17 13:43:56.257+00,2021-03-17 13:44:01.307+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964703,2021-03-17 13:44:01.307+00,2021-03-17 13:47:47.167+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964706,2021-03-17 13:47:47.167+00,2021-03-17 14:03:32.174+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964708,2021-03-17 14:03:32.174+00,2021-03-17 14:11:02.892+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964710,2021-03-17 14:11:02.892+00,2021-03-17 14:11:18.145+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964714,2021-03-17 14:11:18.145+00,2021-03-17 14:11:32.575+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964718,2021-03-17 14:11:32.575+00,2021-03-17 14:15:25.389+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964721,2021-03-17 14:15:25.389+00,2021-03-17 14:29:34.212+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964724,2021-03-17 14:29:34.212+00,2021-03-17 14:37:05.32+00,presence,living,living,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964726,2021-03-17 14:37:05.32+00,2021-03-17 14:37:10.995+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964729,2021-03-17 14:37:10.995+00,2021-03-17 14:37:57.52+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964735,2021-03-17 14:37:57.52+00,2021-03-17 15:58:12+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964737,2021-03-17 15:58:12+00,2021-03-17 16:03:55.616+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964740,2021-03-17 16:03:55.616+00,2021-03-17 16:04:01.07+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964743,2021-03-17 16:04:01.07+00,2021-03-17 16:07:21.058+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964747,2021-03-17 16:07:21.058+00,2021-03-17 16:07:54.781+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964752,2021-03-17 16:07:54.781+00,2021-03-17 16:17:57.602+00,presence,living,living,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964757,2021-03-17 16:17:57.602+00,2021-03-17 16:24:45.513+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964762,2021-03-17 16:24:45.513+00,2021-03-17 16:25:42.469+00,presence,living,living,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964770,2021-03-17 16:25:42.469+00,2021-03-17 16:26:29.591+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964777,2021-03-17 16:26:29.591+00,2021-03-17 16:34:56.147+00,presence,living,living,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964782,2021-03-17 16:34:56.147+00,2021-03-17 17:41:10.044+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964790,2021-03-17 17:41:10.044+00,2021-03-17 17:41:14.243+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964797,2021-03-17 17:41:14.243+00,2021-03-17 17:51:58.949+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964801,2021-03-17 17:51:58.949+00,2021-03-17 19:57:32.113+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964806,2021-03-17 19:57:32.113+00,2021-03-17 21:15:15.491+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964810,2021-03-17 21:15:15.491+00,2021-03-17 21:15:22.571+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964815,2021-03-17 21:15:22.571+00,2021-03-17 21:18:21.017+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964820,2021-03-17 21:18:21.017+00,2021-03-17 21:18:27.61+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964826,2021-03-17 21:18:27.61+00,2021-03-17 21:21:07.566+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964829,2021-03-17 21:21:07.566+00,2021-03-17 21:27:44.349+00,presence,living,living,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964834,2021-03-17 21:27:44.349+00,2021-03-17 22:38:52.741+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964839,2021-03-17 22:38:52.741+00,2021-03-17 22:38:54.952+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964843,2021-03-17 22:38:54.952+00,2021-03-17 22:48:17.989+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964847,2021-03-17 22:48:17.989+00,2021-03-17 22:51:25.792+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964853,2021-03-17 22:51:25.792+00,2021-03-17 23:51:53.837+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964858,2021-03-17 23:51:53.837+00,2021-03-17 23:52:28.901+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964863,2021-03-17 23:52:28.901+00,2021-03-18 00:42:04.709+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964868,2021-03-18 00:42:04.709+00,2021-03-18 00:42:20.043+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964875,2021-03-18 00:42:20.043+00,2021-03-18 00:42:38.708+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964880,2021-03-18 00:42:38.708+00,2021-03-18 06:42:21.795+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964885,2021-03-18 06:42:21.795+00,2021-03-18 10:15:34.391+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5964890,2021-03-18 10:15:34.391+00,2021-03-18 10:16:10.902+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965066,2021-03-18 10:16:10.902+00,2021-03-18 10:36:26.198+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965069,2021-03-18 10:36:26.198+00,2021-03-18 10:36:43.407+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965072,2021-03-18 10:36:43.407+00,2021-03-18 11:16:03.104+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965075,2021-03-18 11:16:03.104+00,2021-03-18 11:19:26.155+00,presence,bathroom,bathroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965077,2021-03-18 11:19:26.155+00,2021-03-18 11:24:14.73+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965080,2021-03-18 11:24:14.73+00,2021-03-18 11:24:20.5+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965083,2021-03-18 11:24:20.5+00,2021-03-18 11:24:20.885+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965086,2021-03-18 11:24:20.885+00,2021-03-18 11:25:51.483+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965089,2021-03-18 11:25:51.483+00,2021-03-18 11:32:42.996+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965092,2021-03-18 11:32:42.996+00,2021-03-18 11:36:46.273+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965095,2021-03-18 11:36:46.273+00,2021-03-18 11:37:37.984+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965098,2021-03-18 11:37:37.984+00,2021-03-18 11:37:43.182+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965101,2021-03-18 11:37:43.182+00,2021-03-18 11:39:44.838+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965103,2021-03-18 11:39:44.838+00,2021-03-18 11:39:47.482+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965106,2021-03-18 11:39:47.482+00,2021-03-18 11:40:23.818+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965109,2021-03-18 11:40:23.818+00,2021-03-18 11:40:27.258+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965111,2021-03-18 11:40:27.258+00,2021-03-18 11:42:23.709+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965114,2021-03-18 11:42:23.709+00,2021-03-18 11:42:25.998+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965116,2021-03-18 11:42:25.998+00,2021-03-18 11:44:40.966+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965119,2021-03-18 11:44:40.966+00,2021-03-18 11:44:45.113+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965121,2021-03-18 11:44:45.113+00,2021-03-18 11:46:03.672+00,presence,bedroom,bedroom,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965124,2021-03-18 11:46:03.672+00,2021-03-18 11:46:10.779+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965127,2021-03-18 11:46:10.779+00,2021-03-18 11:46:40.11+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965130,2021-03-18 11:46:40.11+00,2021-03-18 11:46:53.822+00,presence,entrance,entrance,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
5965133,2021-03-18 11:46:53.822+00,2021-03-18 11:52:00.769+00,presence,kitchen,kitchen,openhabianpi03-60962692-0d0d-41a3-a62b-1eddccd2a088
